1.6052641488202566 2.219588456154224 1.5618585058397603 
1.012052738742872 1.523351963168091 1.7336775762059469 
1.1236719396703572 1.1404621119540574 1.0089822453855344 
1.3704495132801706 1.368283336479175 1.6725114808661168 
1.1635148144664496 1.175208255777219 1.6404562914749334 
1.1891513779961789 1.3853578807569307 1.7270943966063632 
1.3159328622023365 1.0983732047885837 1.3175659472563395 
1.3499767232357391 1.5004914759680348 1.6725114808661168 
1.7625982642914884 1.7630486211875662 1.7158727766198865 
1.6052641488202566 2.219588456154224 1.5618585058397603 
2.5541547899273613 1.6665624350518553 2.2102908640659207 
1.043952989646419 1.1536309633430837 1.5103044169514461 
2.1799372710238365 1.4935843047147754 1.5262290916407553 
1.2202060200732232 1.1442015356263484 1.6550277893006022 
1.0252350874524665 1.664907493070008 1.6404562914749334 
