1.4136866489149482 1.3724402531730595 1.1338809531971377 
1.0160131224852367 1.1138090647353303 1.3659704271302489 
1.1951559466134625 1.546449600759739 1.051696602929951 
1.521916734091226 1.4483830353204024 1.7333157990911612 
1.728274866015492 1.2950169627543273 1.6555666521688737 
2.1779773475570097 1.6362853734253464 1.6762109346685061 
1.5950820881069723 1.3980981265418748 1.154558698366332 
1.3218741266208442 1.353872285366739 1.2644400604290769 
1.5117341779800673 1.3788506839815675 1.1931709536461623 
1.5710979523307051 1.4452148635055422 1.7333157990911612 
1.728274866015492 1.2950169627543273 1.6190520379257665 
1.5837859249854669 1.771198929420421 1.629288895699777 
